whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
Q12421	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22191	0		5 out of 5	Evidence at protein level	Autophagy-related protein 31 (CIK1 suppressor protein 1) (Protein CIS1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12424	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	762	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85984	0		2 out of 5	Evidence at protein level	Putative cation exchanger YDL206W	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12425	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20877	0		4 out of 5	Evidence at protein level	Iron-sulfur assembly protein 2	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
Q12426	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12694	0		1 out of 5	Uncertain	Putative uncharacterized protein YDR010C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12427	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56264	0		3 out of 5	Evidence at protein level	Protein STB3 (SIN3-binding protein 3)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12428	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57684	0		3 out of 5	Evidence at protein level	Probable 2-methylcitrate dehydratase (2-MC dehydratase) (EC 4.2.1.79) ((2S,3S)-2-methylcitrate dehydratase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12429	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77941	0		4 out of 5	Evidence at protein level	Diphthine--ammonia ligase (EC 6.3.1.14) (Diphthamide synthase) (Diphthamide synthetase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12431	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12404	0		3 out of 5	Evidence at protein level	ER membrane protein complex subunit 6	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12432	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45203	0		5 out of 5	Evidence at protein level	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12433	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63869	0		4 out of 5	Evidence at protein level	Protein AHC1 (ADA HAT complex component 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12434	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23138	0		4 out of 5	Evidence at protein level	Rho GDP-dissociation inhibitor (Rho GDI)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12436	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46363	0		3 out of 5	Evidence at protein level	Zinc-regulated transporter 2 (Low-affinity zinc transport protein ZRT2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12438	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25783	0		5 out of 5	Evidence at protein level	Monothiol glutaredoxin-6	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12439	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49736	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-OR1 Gag polyprotein; IsoId=Q12439-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty2-OR1 Gag-Pol polyprotein; IsoId=Q12113-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YOR192C-A ORF.; 	3 out of 5	Inferred from homology	Transposon Ty2-OR1 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12440	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	853	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	99978	0		5 out of 5	Evidence at protein level	Anaphase-promoting complex subunit 2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12441	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49187	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-DR3 Gag polyprotein; IsoId=Q12441-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-DR3 Gag-Pol polyprotein; IsoId=Q99231-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YDR210C-C ORF.; 	3 out of 5	Evidence at protein level	Transposon Ty1-DR3 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12442	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36279	0		4 out of 5	Evidence at protein level	ADIPOR-like receptor IZH2 (Phosphate metabolism protein 36)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12443	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44359	0		4 out of 5	Evidence at protein level	Reticulon-like protein 2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12444	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	126	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16294	0		1 out of 5	Uncertain	Putative uncharacterized protein YOR309C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12445	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34232	0		5 out of 5	Evidence at protein level	Nucleoporin POM34 (Nuclear pore protein POM34) (Pore membrane protein POM34)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12446	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67572	0		5 out of 5	Evidence at protein level	Proline-rich protein LAS17	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12447	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21947	0		4 out of 5	Evidence at protein level	Polyamine N-acetyltransferase 1 (EC 2.3.1.-) (Arylalkylamine N-acetyltransferase homolog) (scAANAT)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12448	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12919	0		1 out of 5	Uncertain	Putative uncharacterized protein YDL034W	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12449	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	350	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39436	0		5 out of 5	Evidence at protein level	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12450	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23515	0		3 out of 5	Evidence at protein level	Protein ERP4	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12451	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	145796	0		5 out of 5	Evidence at protein level	Oxysterol-binding protein homolog 2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12452	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39725	0		5 out of 5	Evidence at protein level	3-keto-steroid reductase (EC 1.1.1.270)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12453	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	761	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	84769	0		4 out of 5	Evidence at protein level	Cytoplasmic export protein 1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12454	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26024	0		3 out of 5	Evidence at protein level	Putative tyrosine-protein phosphatase OCA6 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 6)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12455	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	300	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34091	0		4 out of 5	Evidence at protein level	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12457	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66352	0		5 out of 5	Evidence at protein level	RNA polymerase I termination factor (NTS1 silencing protein 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12458	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34755	0		4 out of 5	Evidence at protein level	Putative reductase 1 (EC 1.1.1.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12459	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70123	0		2 out of 5	Evidence at transcript level	Pheromone-regulated protein PRM7	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12460	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56864	0		5 out of 5	Evidence at protein level	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12461	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41452	0		5 out of 5	Evidence at protein level	Serine/threonine-protein phosphatase 2A activator 2 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-2) (PPIase PTPA-2) (Rotamase PTPA-2) (Phosphotyrosyl phosphatase activator 2)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12462	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26875	0		5 out of 5	Evidence at protein level	Peroxisomal membrane protein PMP27 (Peroxin-11)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12463	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50073	0		5 out of 5	Evidence at protein level	tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
Q12464	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51612	0		5 out of 5	Evidence at protein level	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12465	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	133959	0		5 out of 5	Evidence at protein level	Bud site selection protein RAX2 (Revert to axial protein 2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12466	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	133576	0		5 out of 5	Evidence at protein level	Tricalbin-1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12467	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48827	0		3 out of 5	Evidence at protein level	MIOREX complex component 4 (Mitochondrial organization of gene expression protein 4)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12468	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50812	0		5 out of 5	Evidence at protein level	COP9 signalosome complex subunit 5 (EC 3.4.-.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12469	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	75331	0		5 out of 5	Evidence at protein level	Serine/threonine-protein kinase SKM1 (EC 2.7.11.1) (Protein kinase 75490 D)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12470	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49232	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-NL2 Gag polyprotein; IsoId=Q12470-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-NL2 Gag-Pol polyprotein; IsoId=Q99337-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YNL054W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-NL2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12471	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	397	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45318	0		4 out of 5	Evidence at protein level	6-phosphofructo-2-kinase 2 (6PF-2-K 2) (EC 2.7.1.105) (Phosphofructokinase 2 II)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12472	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	201965	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-DR1 Gag-Pol polyprotein; IsoId=Q12472-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YDR034C-C ORF.; Name=Transposon Ty2-DR1 Gag polyprotein; IsoId=Q12392-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Evidence at protein level	Transposon Ty2-DR1 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) (Transposon Ty917 protein A) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12473	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81989	0		5 out of 5	Evidence at protein level	Ferric reductase transmembrane component 6 (EC 1.16.1.9) (Ferric-chelate reductase 6)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12476	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39344	0		5 out of 5	Evidence at protein level	Protein AIR2 (Arginine methyltransferase-interacting RING finger protein 2)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12477	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	304	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34798	0		4 out of 5	Evidence at protein level	PHO85 cyclin-9	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12479	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17881	0		3 out of 5	Uncertain	Putative increased recombination centers protein 11	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12480	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36803	0		3 out of 5	Evidence at protein level	Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF) (Altered inheritance rate of mitochondria protein 45)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12481	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	300	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36125	0		4 out of 5	Evidence at protein level	rRNA biogenesis protein RRP36 (Ribosomal RNA-processing protein 36)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12482	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104304	0		4 out of 5	Inferred from homology	Mitochondrial aspartate-glutamate transporter AGC1 (Aspartate-glutamate carrier 1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12483	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26954	0		5 out of 5	Evidence at protein level	Vacuolar-sorting protein SNF8 (ESCRT-II complex subunit VPS22) (Vacuolar protein-sorting-associated protein 22)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12484	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12176	0		1 out of 5	Uncertain	Putative uncharacterized protein YOR343C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12485	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49034	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-GR2 Gag polyprotein; IsoId=Q12485-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-GR2 Gag-Pol polyprotein; IsoId=Q12269-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YGR038C-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-GR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12486	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24840	0		2 out of 5	Evidence at protein level	Putative uncharacterized hydrolase YOR131C (EC 3.-.-.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12487	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18463	0		4 out of 5	Evidence at protein level	54S ribosomal protein L23, mitochondrial (YmL23)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12488	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24204	0		4 out of 5	Evidence at protein level	DNA replication complex GINS protein PSF1 (Partner of Sld five 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12489	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12175	0		3 out of 5	Evidence at protein level	Cysteine-rich and transmembrane domain-containing protein YDL012C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12490	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	198969	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-BL Gag-Pol polyprotein; IsoId=Q12490-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YBL005W-A ORF.; Name=Transposon Ty1-BL Gag polyprotein; IsoId=Q12266-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Evidence at protein level	Transposon Ty1-BL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12491	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202215	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-B Gag-Pol polyprotein; IsoId=Q12491-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YBL100W-A ORF.; Name=Transposon Ty2-B Gag polyprotein; IsoId=Q12260-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	Transposon Ty2-B Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12492	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15661	0		1 out of 5	Uncertain	Putative uncharacterized protein YPR064W	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
Q12493	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26976	0		4 out of 5	Evidence at protein level	Central kinetochore subunit NKP1 (Non-essential kinetochore protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12494	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	119550	0		5 out of 5	Evidence at protein level	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (InsP6 kinase KCS1) (PKC1 suppressor protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
