whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
Q03020	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17895	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03028	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34206	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q03029	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24989	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q03034	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56164	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03036	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21519	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03048	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15901	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03049	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38586	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
Q03050	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12834	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
Q03051	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	99	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11349	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
Q03057	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15912	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
Q03063	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	452	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49356	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03067	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	99	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11285	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03071	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	99	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11328	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03079	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24166	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03080	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36115	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
Q03081	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19557	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03083	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18904	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
Q03085	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31925	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q03088	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	92144	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03096	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20555	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Name=1; IsoId=Q03096-1; Sequence=Displayed; Note=Produced by ribosomal frameshifting between codon Leu-92 and Val-93.; Name=2; IsoId=Q03096-2; Sequence=VSP_035813, VSP_035814; Note=Produced from conventional translation of the YIL009C-A ORF. There is no apparent role for isoform 2 in the cell.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03099	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	155553	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q03102	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39976	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03103	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65033	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03104	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	513	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59589	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03124	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	581	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65218	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03125	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26743	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03144	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24907	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03148	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31817	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03151	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42144	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03153	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	612	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70414	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03161	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33956	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03162	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72251	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03175	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40200	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03177	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	94254	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03178	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34622	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03180	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	325	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33004	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03186	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14510	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
Q03187	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28771	NA	NA	2 out of 5	Uncertain	SwissProt_not_IMEX
Q03193	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34631	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q03195	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68340	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03201	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23424	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03205	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23249	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
Q03207	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	126	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14473	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
Q03208	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40060	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03210	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57742	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03212	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62532	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03213	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	719	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	79416	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03214	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	162701	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03218	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56209	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03219	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	274	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31145	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03220	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36974	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03231	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17602	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03233	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22110	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03236	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50288	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
Q03246	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27635	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03254	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	83441	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03262	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71069	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03263	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59562	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03264	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59540	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03266	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42640	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03280	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	3268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	374185	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03281	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	76377	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03289	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42923	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03290	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38128	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03305	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47469	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03306	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	100476	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03308	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	92741	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03322	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25817	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03323	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19446	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03327	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57543	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03330	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51069	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03337	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31722	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03338	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	469	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55870	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03361	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	876	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	98691	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03362	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25266	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03370	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63543	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03373	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36879	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03375	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15763	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03388	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	90580	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03390	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	229	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25862	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03406	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	294	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33948	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03407	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	766	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	86253	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03418	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18825	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
Q03419	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36492	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03429	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13927	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03430	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41216	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03433	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32021	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03434	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	1755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	198572	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-ML2 Gag-Pol polyprotein; IsoId=Q03434-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YML040W ORF.; Name=Transposon Ty1-ML2 Gag polyprotein; IsoId=P0CX76-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	SwissProt_not_IMEX
Q03435	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23857	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03441	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49932	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03446	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24211	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03455	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	80578	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03465	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60153	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03466	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	1e+05	NA	NA	4 out of 5	Inferred from homology	SwissProt_and_IMEX
Q03480	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15418	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
Q03482	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	75	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8571	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03483	1	1	0	0	0	0	0	0	0	0	0	0	reviewed	438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49835	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-DR2 Gag polyprotein; IsoId=Q03483-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty2-DR2 Gag-Pol polyprotein; IsoId=Q03494-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YDR210W-A ORF.; 	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q03494	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202095	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-DR2 Gag-Pol polyprotein; IsoId=Q03494-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YDR210W-A ORF.; Name=Transposon Ty2-DR2 Gag polyprotein; IsoId=Q03483-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	SwissProt_and_IMEX
Q03496	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	163577	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03497	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	939	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102362	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03503	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20457	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03508	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54106	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
Q03516	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	953	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	107673	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03525	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23949	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03529	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	384	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44881	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q03530	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35911	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
