whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
Q12277	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	29055	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12280	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	172830	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12281	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11521	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12282	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26157	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12283	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40707	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12284	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22141	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12285	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23732	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12286	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30258	0	0	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12287	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	69	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8056	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12288	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	251	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28826	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12289	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34754	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12291	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42041	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12292	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46655	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12293	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49867	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-OR2 Gag polyprotein; IsoId=Q12293-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty2-OR2 Gag-Pol polyprotein; IsoId=Q12501-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YOR343W-A ORF.; 	3 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12296	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77712	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
Q12297	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	353	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40296	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12298	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	539	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61191	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12300	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	763	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	83159	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12301	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62288	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12303	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54570	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12305	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15413	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12306	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11597	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12307	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13734	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12308	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67683	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12309	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	82445	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12310	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	699	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	78939	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12311	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	86029	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12312	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14363	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12314	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24744	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12315	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	538	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62073	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12316	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	198560	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift between the codons for Leu-435 and Gly-436. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-GR3 Gag-Pol polyprotein; IsoId=Q12316-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YGR161C-C ORF.; Name=Transposon Ty1-GR3 Gag polyprotein; IsoId=P0CX67-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12317	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57093	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12318	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28251	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12320	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32339	0	0	4 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12321	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	64251	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12322	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23190	0	0	2 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12324	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77953	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12325	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	893	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	99651	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12326	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34863	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12327	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13157	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12328	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21864	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12329	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42817	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12330	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	94	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10375	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12331	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30634	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12333	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70905	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12334	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25754	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12335	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20966	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12336	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19283	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12337	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202119	0	0	5 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12338	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12482	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12339	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28801	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12340	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	91084	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12341	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43873	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12342	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56549	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12343	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32205	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12344	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101800	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12345	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28243	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12346	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24606	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12347	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40475	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12348	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	645	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	76388	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12349	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14128	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12350	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35028	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12351	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15482	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12352	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11971	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12354	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24700	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12355	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	444	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45777	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
Q12358	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46983	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12359	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30028	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12361	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	110709	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12362	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67036	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12363	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48383	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12365	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45384	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12366	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	352	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40856	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12367	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41392	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12368	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22679	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12369	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112979	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
Q12370	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13093	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12372	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	64218	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
Q12373	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43428	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12374	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70862	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12375	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31520	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not in IMEx
Q12377	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	434	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49774	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12378	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22541	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12379	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19356	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12380	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	294	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33560	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12382	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32840	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12383	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54095	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12385	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45141	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12386	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	100209	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12387	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	796	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	92809	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12389	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112946	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
Q12390	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26340	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
Q12391	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49309	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-NL1 Gag polyprotein; IsoId=Q12391-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-NL1 Gag-Pol polyprotein; IsoId=Q12112-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YNL284C-A ORF.; 	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
