whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P60390	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	313	Escherichia coli (strain K12)	83333	34878	0		4 out of 5	Evidence at protein level	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P60422	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	273	Escherichia coli (strain K12)	83333	29860	0		5 out of 5	Evidence at protein level	50S ribosomal protein L2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P60438	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	209	Escherichia coli (strain K12)	83333	22244	0		4 out of 5	Evidence at protein level	50S ribosomal protein L3	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P60472	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	253	Escherichia coli (strain K12)	83333	28444	0		5 out of 5	Evidence at protein level	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60546	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	207	Escherichia coli (strain K12)	83333	23593	0		4 out of 5	Evidence at protein level	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60560	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	347	Escherichia coli (strain K12)	83333	37384	0		4 out of 5	Evidence at protein level	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P60566	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	256	Escherichia coli (strain K12)	83333	27144	0		3 out of 5	Evidence at protein level	Protein FixA	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P60584	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	380	Escherichia coli (strain K12)	83333	42558	0		4 out of 5	Evidence at protein level	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-) (Crotonobetainyl-CoA reductase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60595	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	196	Escherichia coli (strain K12)	83333	21653	0		4 out of 5	Evidence at protein level	Imidazole glycerol phosphate synthase subunit HisH (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60624	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	104	Escherichia coli (strain K12)	83333	11316	0		4 out of 5	Evidence at protein level	50S ribosomal protein L24	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P60632	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	132	Escherichia coli (strain K12)	83333	14579	0		2 out of 5	Evidence at protein level	UPF0299 membrane protein YohJ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60651	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	306	Escherichia coli (strain K12)	83333	33557	0		5 out of 5	Evidence at protein level	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60664	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	258	Escherichia coli (strain K12)	83333	28454	0		5 out of 5	Evidence at protein level	Imidazole glycerol phosphate synthase subunit HisF (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P60716	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	321	Escherichia coli (strain K12)	83333	36072	0		5 out of 5	Evidence at protein level	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P60720	1	1	0	0	0	0	0	0	0	0	reviewed	213	Escherichia coli (strain K12)	83333	23883	0		5 out of 5	Evidence at protein level	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	SwissProt_not_IMEX	0	0	0	not in IMEx
P60723	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	201	Escherichia coli (strain K12)	83333	22087	0		5 out of 5	Evidence at protein level	50S ribosomal protein L4	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P60752	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	582	Escherichia coli (strain K12)	83333	64461	0		5 out of 5	Evidence at protein level	Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60757	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	299	Escherichia coli (strain K12)	83333	33367	0		4 out of 5	Evidence at protein level	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60778	1	1	0	0	0	0	0	0	0	0	reviewed	393	Escherichia coli (strain K12)	83333	43166	0		3 out of 5	Evidence at protein level	Protein TsgA	SwissProt_not_IMEX	0	0	0	not in IMEx
P60782	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	205	Escherichia coli (strain K12)	83333	22193	0		5 out of 5	Evidence at protein level	Probable glycerol-3-phosphate acyltransferase (G3P acyltransferase) (GPAT) (EC 2.3.1.15) (EC 2.3.1.n5) (Lysophosphatidic acid synthase) (LPA synthase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60785	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	599	Escherichia coli (strain K12)	83333	66570	0		5 out of 5	Evidence at protein level	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P60844	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	231	Escherichia coli (strain K12)	83333	23703	0		5 out of 5	Evidence at protein level	Aquaporin Z (Bacterial nodulin-like intrinsic protein)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60869	1	1	0	0	0	0	0	0	0	1	reviewed	561	Escherichia coli (strain K12)	83333	60351	0		2 out of 5	Inferred from homology	Putative transport protein YbjL	SwissProt_not_IMEX	0	0	0	not in IMEx
P60872	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	553	Escherichia coli (strain K12)	83333	58939	0		3 out of 5	Inferred from homology	Putative transport protein YidE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60906	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	424	Escherichia coli (strain K12)	83333	47029	0		4 out of 5	Evidence at protein level	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P60932	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	273	Escherichia coli (strain K12)	83333	29759	0		4 out of 5	Evidence at protein level	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P60955	1	1	0	0	0	0	0	0	0	0	reviewed	291	Escherichia coli (strain K12)	83333	33108	0		5 out of 5	Evidence at protein level	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	SwissProt_not_IMEX	0	0	0	not in IMEx
P60995	1	1	0	0	0	0	0	0	0	1	reviewed	16	Escherichia coli (strain K12)	83333	2081	0		2 out of 5	Inferred from homology	His operon leader peptide (His operon attenuator peptide)	SwissProt_not_IMEX	0	0	0	not in IMEx
P61175	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	110	Escherichia coli (strain K12)	83333	12226	0		5 out of 5	Evidence at protein level	50S ribosomal protein L22	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P61316	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	203	Escherichia coli (strain K12)	83333	22497	0		5 out of 5	Evidence at protein level	Outer-membrane lipoprotein carrier protein (P20)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P61320	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	207	Escherichia coli (strain K12)	83333	23551	0		5 out of 5	Evidence at protein level	Outer-membrane lipoprotein LolB	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P61517	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	220	Escherichia coli (strain K12)	83333	25097	0		4 out of 5	Evidence at protein level	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase 2)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P61714	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	156	Escherichia coli (strain K12)	83333	16157	0		4 out of 5	Evidence at protein level	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P61887	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	293	Escherichia coli (strain K12)	83333	32734	0		5 out of 5	Evidence at protein level	Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P61889	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	312	Escherichia coli (strain K12)	83333	32337	0		5 out of 5	Evidence at protein level	Malate dehydrogenase (EC 1.1.1.37)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P61949	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	176	Escherichia coli (strain K12)	83333	19737	0		4 out of 5	Evidence at protein level	Flavodoxin-1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P62066	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	106	Escherichia coli (strain K12)	83333	12100	0		1 out of 5	Predicted	Uncharacterized protein YceQ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P62395	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	170	Escherichia coli (strain K12)	83333	18880	0		4 out of 5	Evidence at protein level	Secretion monitor	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P62399	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	179	Escherichia coli (strain K12)	83333	20302	0		5 out of 5	Evidence at protein level	50S ribosomal protein L5	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P62517	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	847	Escherichia coli (strain K12)	83333	96937	0		4 out of 5	Evidence at protein level	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P62522	1	1	0	0	0	0	0	0	0	1	reviewed	32	Escherichia coli (strain K12)	83333	3231	0		2 out of 5	Predicted	IlvGMEDA operon leader peptide (IlvGMEDA operon attenuator peptide)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62552	1	0	0	0	0	0	0	0	0	0	reviewed	72	Escherichia coli (strain K12)	83333	8372	0		4 out of 5	Evidence at protein level	Antitoxin CcdA (LynA) (Protein H) (Protein LetA)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62554	1	0	0	0	0	0	0	0	0	0	reviewed	101	Escherichia coli (strain K12)	83333	11707	0		5 out of 5	Evidence at protein level	Toxin CcdB (Cytotoxic protein CcdB) (LynB) (Protein G) (Protein LetD)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62556	1	0	0	0	0	0	0	0	0	1	reviewed	388	Escherichia coli (strain K12)	83333	43660	0		2 out of 5	Inferred from homology	Protein SopA (Plasmid partition protein A)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62558	1	0	0	0	0	0	0	0	0	0	reviewed	323	Escherichia coli (strain K12)	83333	35372	0		2 out of 5	Evidence at protein level	Protein SopB (Plasmid partition protein B)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62601	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	549	Escherichia coli (strain K12)	83333	63697	0		4 out of 5	Evidence at protein level	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P62615	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	283	Escherichia coli (strain K12)	83333	30925	0		4 out of 5	Evidence at protein level	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P62617	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	159	Escherichia coli (strain K12)	83333	16898	0		5 out of 5	Evidence at protein level	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P62620	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	372	Escherichia coli (strain K12)	83333	40684	0		5 out of 5	Evidence at protein level	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein GcpE) (Protein E)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P62623	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	316	Escherichia coli (strain K12)	83333	34775	0		5 out of 5	Evidence at protein level	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P62670	1	0	0	0	0	0	0	0	0	1	reviewed	52	Escherichia coli (strain K12)	83333	6108	0		3 out of 5	Inferred from homology	Stable plasmid inheritance protein (F leading maintenance protein)	SwissProt_not_IMEX	0	0	0	not in IMEx
P62672	1	1	0	0	0	0	0	0	0	1	reviewed	125	Escherichia coli (strain K12)	83333	13867	0		1 out of 5	Inferred from homology	Protein ApaG	SwissProt_not_IMEX	0	0	0	not in IMEx
P62707	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	250	Escherichia coli (strain K12)	83333	28556	0		5 out of 5	Evidence at protein level	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P62723	1	1	0	0	0	0	0	0	0	0	reviewed	349	Escherichia coli (strain K12)	83333	36882	0		2 out of 5	Evidence at protein level	UPF0324 inner membrane protein YeiH	SwissProt_not_IMEX	0	0	0	not in IMEx
P62768	1	1	0	0	0	0	0	0	0	1	reviewed	128	Escherichia coli (strain K12)	83333	15096	0		1 out of 5	Inferred from homology	UPF0325 protein YaeH	SwissProt_not_IMEX	0	0	0	not in IMEx
P63020	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	191	Escherichia coli (strain K12)	83333	20998	0		5 out of 5	Evidence at protein level	Fe/S biogenesis protein NfuA	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P63177	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	26557	0		4 out of 5	Evidence at protein level	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P63183	1	1	0	0	0	0	0	0	0	1	reviewed	622	Escherichia coli (strain K12)	83333	69294	0		3 out of 5	Inferred from homology	Low affinity potassium transport system protein kup (Kup system potassium uptake protein)	SwissProt_not_IMEX	0	0	0	not in IMEx
P63201	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	242	Escherichia coli (strain K12)	83333	28028	0		4 out of 5	Evidence at protein level	HTH-type transcriptional regulator GadW	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P63204	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	175	Escherichia coli (strain K12)	83333	20599	0		3 out of 5	Evidence at transcript level	Transcriptional regulator GadE	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P63224	1	1	0	0	0	0	0	0	0	0	reviewed	192	Escherichia coli (strain K12)	83333	20815	0		5 out of 5	Evidence at protein level	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	SwissProt_not_IMEX	0	0	0	not in IMEx
P63228	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	191	Escherichia coli (strain K12)	83333	21294	0		5 out of 5	Evidence at protein level	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P63235	1	1	0	0	0	0	0	0	0	0	reviewed	511	Escherichia coli (strain K12)	83333	55077	0		3 out of 5	Evidence at protein level	Probable glutamate/gamma-aminobutyrate antiporter (Extreme acid sensitivity protein)	SwissProt_not_IMEX	0	0	0	not in IMEx
P63264	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	101	Escherichia coli (strain K12)	83333	11512	0		2 out of 5	Evidence at protein level	Chaperone modulatory protein CbpM	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P63284	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	857	Escherichia coli (strain K12)	83333	95585	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=ClpB; IsoId=P63284-1; Sequence=Displayed; Name=ClpB-3; IsoId=P63284-2; Sequence=VSP_018703, VSP_018987; Note=ClpB-3 ATPase activity is not activated by proteins, as it is in ClpB.; 	5 out of 5	Evidence at protein level	Chaperone protein ClpB (Heat shock protein F84.1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P63340	1	1	0	0	0	0	0	0	0	0	reviewed	409	Escherichia coli (strain K12)	83333	45099	0		2 out of 5	Evidence at protein level	Inner membrane transport protein YqeG	SwissProt_not_IMEX	0	0	0	not in IMEx
P63386	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	269	Escherichia coli (strain K12)	83333	29097	0		4 out of 5	Evidence at protein level	Probable phospholipid import ATP-binding protein MlaF (EC 3.6.3.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P63389	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	637	Escherichia coli (strain K12)	83333	71843	0		2 out of 5	Evidence at protein level	Uncharacterized ABC transporter ATP-binding protein YheS	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P63417	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	167	Escherichia coli (strain K12)	83333	18534	0		2 out of 5	Inferred from homology	Uncharacterized N-acetyltransferase YhbS (EC 2.3.1.-)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P63746	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	111	Escherichia coli (strain K12)	83333	11650	0		2 out of 5	Evidence at protein level	Ethanolamine utilization protein EutS	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P63883	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	417	Escherichia coli (strain K12)	83333	45634	0		5 out of 5	Evidence at protein level	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64423	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	327	Escherichia coli (strain K12)	83333	36612	0		2 out of 5	Evidence at protein level	Zinc transport protein ZntB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64426	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	439	Escherichia coli (strain K12)	83333	49574	0		2 out of 5	Inferred from homology	UPF0748 lipoprotein YddW	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64429	1	1	0	0	0	0	0	0	0	1	reviewed	287	Escherichia coli (strain K12)	83333	31460	0		1 out of 5	Predicted	Uncharacterized protein YpfJ	SwissProt_not_IMEX	0	0	0	not in IMEx
P64432	1	1	0	0	0	0	0	0	0	0	reviewed	263	Escherichia coli (strain K12)	83333	29262	0		2 out of 5	Evidence at protein level	Inner membrane protein YpjD	SwissProt_not_IMEX	0	0	0	not in IMEx
P64435	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	68	Escherichia coli (strain K12)	83333	7624	0		1 out of 5	Inferred from homology	Uncharacterized protein YbcW	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64439	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	125	Escherichia coli (strain K12)	83333	14203	0		2 out of 5	Evidence at protein level	Inner membrane protein YbjM	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64442	1	1	0	0	0	0	0	0	0	0	reviewed	46	Escherichia coli (strain K12)	83333	5897	0		2 out of 5	Evidence at protein level	Uncharacterized protein YceO	SwissProt_not_IMEX	0	0	0	not in IMEx
P64445	1	1	0	0	0	0	0	0	0	1	reviewed	85	Escherichia coli (strain K12)	83333	9339	0		1 out of 5	Predicted	Uncharacterized protein YnaJ	SwissProt_not_IMEX	0	0	0	not in IMEx
P64448	1	1	0	0	0	0	0	0	0	1	reviewed	61	Escherichia coli (strain K12)	83333	6840	0		1 out of 5	Predicted	Uncharacterized protein YnbE	SwissProt_not_IMEX	0	0	0	not in IMEx
P64451	1	1	0	0	0	0	0	0	0	1	reviewed	222	Escherichia coli (strain K12)	83333	24427	0		1 out of 5	Inferred from homology	Uncharacterized lipoprotein YdcL	SwissProt_not_IMEX	0	0	0	not in IMEx
P64453	1	1	0	0	0	0	0	0	0	0	reviewed	57	Escherichia coli (strain K12)	83333	6646	0		3 out of 5	Evidence at protein level	Orphan toxin OrtT	SwissProt_not_IMEX	0	0	0	not in IMEx
P64455	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	77	Escherichia coli (strain K12)	83333	8800	0		1 out of 5	Evidence at protein level	Uncharacterized protein YdcY	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64459	1	1	0	0	0	0	0	0	0	1	reviewed	76	Escherichia coli (strain K12)	83333	8709	0		1 out of 5	Inferred from homology	Uncharacterized protein YncJ	SwissProt_not_IMEX	0	0	0	not in IMEx
P64461	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	96	Escherichia coli (strain K12)	83333	11255	0		4 out of 5	Evidence at protein level	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64463	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	67	Escherichia coli (strain K12)	83333	7276	0		1 out of 5	Evidence at protein level	Putative selenoprotein YdfZ	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64467	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	71	Escherichia coli (strain K12)	83333	8417	0		4 out of 5	Evidence at protein level	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64471	1	1	0	0	0	0	0	0	0	1	reviewed	78	Escherichia coli (strain K12)	83333	8891	0		1 out of 5	Predicted	Uncharacterized protein YdhI	SwissProt_not_IMEX	0	0	0	not in IMEx
P64474	1	1	0	0	0	0	0	0	0	1	reviewed	79	Escherichia coli (strain K12)	83333	9359	0		1 out of 5	Predicted	Uncharacterized protein YdhL	SwissProt_not_IMEX	0	0	0	not in IMEx
P64476	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	62	Escherichia coli (strain K12)	83333	7266	0		1 out of 5	Predicted	Uncharacterized protein YdiH	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P64479	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	96	Escherichia coli (strain K12)	83333	10865	0		1 out of 5	Predicted	Uncharacterized protein YdiZ	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P64481	1	1	0	0	0	0	0	0	0	0	reviewed	196	Escherichia coli (strain K12)	83333	22350	0		2 out of 5	Evidence at protein level	Inner membrane protein YdjM	SwissProt_not_IMEX	0	0	0	not in IMEx
P64483	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	167	Escherichia coli (strain K12)	83333	17851	0		2 out of 5	Predicted	Uncharacterized protein YeaK	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64485	1	1	0	0	0	0	0	0	0	1	reviewed	82	Escherichia coli (strain K12)	83333	8671	0		2 out of 5	Inferred from homology	UPF0410 protein YeaQ	SwissProt_not_IMEX	0	0	0	not in IMEx
P64488	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	119	Escherichia coli (strain K12)	83333	13611	0		1 out of 5	Evidence at protein level	Uncharacterized protein YeaR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P64490	1	1	0	0	0	0	0	0	0	1	reviewed	99	Escherichia coli (strain K12)	83333	10835	0		1 out of 5	Predicted	Uncharacterized protein YoaC	SwissProt_not_IMEX	0	0	0	not in IMEx
P64493	1	1	0	0	0	0	0	0	0	1	reviewed	84	Escherichia coli (strain K12)	83333	8942	0		1 out of 5	Predicted	Uncharacterized protein YoaF	SwissProt_not_IMEX	0	0	0	not in IMEx
P64496	1	1	0	0	0	0	0	0	0	0	reviewed	60	Escherichia coli (strain K12)	83333	6608	0		2 out of 5	Evidence at protein level	Protein YoaG	SwissProt_not_IMEX	0	0	0	not in IMEx
P64499	1	1	0	0	0	0	0	0	0	1	reviewed	95	Escherichia coli (strain K12)	83333	10792	0		1 out of 5	Predicted	Uncharacterized protein YebO	SwissProt_not_IMEX	0	0	0	not in IMEx
