whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X0974.InnateDB.	X1222.mbinfo.	X1262.I2D.	X1263.Molecular.Connections.	X1332.bhf.ucl.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
Q8VHD8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	2496	Mus musculus (Mouse)	10090	247587	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHE0	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	760	Mus musculus (Mouse)	10090	87870	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHE6	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	4621	Mus musculus (Mouse)	10090	527558	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHF2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	831	Mus musculus (Mouse)	10090	88208	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1 {ECO:0000305}; IsoId=Q8VHF2-1; Sequence=Displayed; Name=2 {ECO:0000305}; IsoId=Q8VHF2-2; Sequence=VSP_050689; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHG0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	560	Mus musculus (Mouse)	10090	63792	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHG2	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1126	Mus musculus (Mouse)	10090	120915	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHG2-1; Sequence=Displayed; Name=2; IsoId=Q8VHG2-2; Sequence=VSP_027108, VSP_027109; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHH5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	910	Mus musculus (Mouse)	10090	97965	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHH5-1; Sequence=Displayed; Name=2; IsoId=Q8VHH5-2; Sequence=VSP_018543, VSP_018544, VSP_018545; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHH7	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1145	Mus musculus (Mouse)	10090	129085	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHI3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	429	Mus musculus (Mouse)	10090	49429	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHI4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	689	Mus musculus (Mouse)	10090	76397	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHI5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	650	Mus musculus (Mouse)	10090	70699	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHI5-1; Sequence=Displayed; Name=2; IsoId=Q8VHI5-2; Sequence=VSP_020212; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHI6	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	501	Mus musculus (Mouse)	10090	55204	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHI7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	493	Mus musculus (Mouse)	10090	58170	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHI7-1; Sequence=Displayed; Name=2; IsoId=Q8VHI7-2; Sequence=VSP_024645; Note=No experimental confirmation available.; 	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHJ5	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	795	Mus musculus (Mouse)	10090	88335	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHJ7	1	1	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0	1	reviewed	1014	Mus musculus (Mouse)	10090	112075	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHJ7-1; Sequence=Displayed; Name=2; IsoId=Q8VHJ7-2; Sequence=VSP_019302; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHK1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1201	Mus musculus (Mouse)	10090	126779	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHK5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	382	Mus musculus (Mouse)	10090	41596	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHK8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	417	Mus musculus (Mouse)	10090	46254	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; Synonyms=MAT1; IsoId=Q8VHK8-1; Sequence=Displayed; Name=2; Synonyms=MAT2; IsoId=Q8VHK8-2; Sequence=VSP_014519, VSP_014520; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHK9	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1001	Mus musculus (Mouse)	10090	113883	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHL0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	384	Mus musculus (Mouse)	10090	42126	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHL0-1; Sequence=Displayed; Name=2; IsoId=Q8VHL0-2; Sequence=VSP_041574; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHL1	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	366	Mus musculus (Mouse)	10090	40506	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHL5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	183	Mus musculus (Mouse)	10090	21392	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHN7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	6298	Mus musculus (Mouse)	10090	687458	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5;  Name=1; IsoId=Q8VHN7-1; Sequence=Displayed; Name=2; Synonyms=Mass1.2; IsoId=Q8VHN7-2; Sequence=VSP_017952, VSP_017955, VSP_017959, VSP_017960; Name=3; Synonyms=Mass1.3; IsoId=Q8VHN7-3; Sequence=VSP_017951, VSP_017958, VSP_017959, VSP_017960; Name=4; Synonyms=Neurepin-2, Vlgr1e; IsoId=Q8VHN7-4; Sequence=VSP_017956, VSP_017957; Note=Secreted.; Name=5; Synonyms=Neurepin-1, Vlgr1d; IsoId=Q8VHN7-5; Sequence=VSP_017953, VSP_017954; Note=Secreted.; 	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHN8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	211	Mus musculus (Mouse)	10090	23414	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q8VHN8-1; Sequence=Displayed; Name=2; IsoId=Q8VHN8-2; Sequence=VSP_014279; Note=No experimental confirmation available.; Name=3; IsoId=Q8VHN8-3; Sequence=VSP_014277, VSP_014278; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHP6	1	1	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0	0	reviewed	859	Mus musculus (Mouse)	10090	94028	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHP7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	382	Mus musculus (Mouse)	10090	42887	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHP8	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	1	0	reviewed	278	Mus musculus (Mouse)	10090	31063	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q8VHP9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	295	Mus musculus (Mouse)	10090	34471	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHQ2	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	579	Mus musculus (Mouse)	10090	62784	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHQ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	568	Mus musculus (Mouse)	10090	63571	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHQ4	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	281	Mus musculus (Mouse)	10090	31348	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHQ9	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	594	Mus musculus (Mouse)	10090	67355	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHR0	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1134	Mus musculus (Mouse)	10090	125420	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHR5	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	594	Mus musculus (Mouse)	10090	65411	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VHR5-1; Sequence=Displayed; Name=2; IsoId=Q8VHR5-2; Sequence=VSP_010930, VSP_010931; Note=May be due to intron retention. No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHS2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1405	Mus musculus (Mouse)	10090	153350	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=1; IsoId=Q8VHS2-1; Sequence=Displayed; Name=2; IsoId=Q8VHS2-2; Sequence=VSP_014731, VSP_014735, VSP_014736; Name=3; Synonyms=Crb1s; IsoId=Q8VHS2-3; Sequence=VSP_014733, VSP_014734; Name=4; IsoId=Q8VHS2-4; Sequence=VSP_014730, VSP_014732, VSP_014733, VSP_014734; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHS5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	453	Mus musculus (Mouse)	10090	49097	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHS6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	583	Mus musculus (Mouse)	10090	65512	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHT7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	364	Mus musculus (Mouse)	10090	41571	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHV1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	145	Mus musculus (Mouse)	10090	15515	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; Synonyms=1-6-8; IsoId=Q8VHV1-1; Sequence=Displayed; Name=2; Synonyms=1-8; IsoId=Q8VHV1-2; Sequence=VSP_020206; Name=3; IsoId=Q8VHV1-3; Sequence=VSP_020205; 	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHW2	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	423	Mus musculus (Mouse)	10090	43453	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHW3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	260	Mus musculus (Mouse)	10090	28145	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VHW4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	275	Mus musculus (Mouse)	10090	30894	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHX2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	208	Mus musculus (Mouse)	10090	23753	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VHX6	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	2726	Mus musculus (Mouse)	10090	291119	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; Synonyms=H1; IsoId=Q8VHX6-1; Sequence=Displayed; Name=2; Synonyms=Delta-H1; IsoId=Q8VHX6-2; Sequence=VSP_007580; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHY0	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	2327	Mus musculus (Mouse)	10090	252309	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q8VHY0-1; Sequence=Displayed; Name=2; IsoId=Q8VHY0-2; Sequence=VSP_015656; Note=No experimental confirmation available.; Name=3; IsoId=Q8VHY0-3; Sequence=VSP_015657, VSP_015658; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VHZ5	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1	1	reviewed	193	Mus musculus (Mouse)	10090	21581	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q8VHZ7	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1	1	reviewed	291	Mus musculus (Mouse)	10090	33656	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q8VI16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	399	Mus musculus (Mouse)	10090	44231	NA	NA	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VI21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	196	Mus musculus (Mouse)	10090	22205	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
Q8VI23	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	705	Mus musculus (Mouse)	10090	77020	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=1; IsoId=Q8VI23-1; Sequence=Displayed; Name=2; IsoId=Q8VI23-2; Sequence=VSP_028335; Name=3; IsoId=Q8VI23-3; Sequence=VSP_028334, VSP_028336; Note=No experimental confirmation available.; Name=4; IsoId=Q8VI23-4; Sequence=VSP_028333, VSP_028336; Note=No experimental confirmation available.; 	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VI24	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	733	Mus musculus (Mouse)	10090	82559	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VI24-1; Sequence=Displayed; Name=2; IsoId=Q8VI24-2; Sequence=VSP_008967; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI33	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	264	Mus musculus (Mouse)	10090	28979	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI36	1	1	uniprotkb	10090	1	1	0	0	0	1	0	0	0	0	1	0	1	reviewed	591	Mus musculus (Mouse)	10090	64476	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=Beta; IsoId=Q8VI36-1; Sequence=Displayed; Name=Alpha; IsoId=Q8VI36-2; Sequence=VSP_016357; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	347	Mus musculus (Mouse)	10090	40502	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VI40	1	1	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0	0	reviewed	466	Mus musculus (Mouse)	10090	54199	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1543	Mus musculus (Mouse)	10090	173671	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1219	Mus musculus (Mouse)	10090	135985	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI56	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	0	reviewed	1905	Mus musculus (Mouse)	10090	211954	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VI56-1; Sequence=Displayed; Name=2; IsoId=Q8VI56-2; Sequence=VSP_010034; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI59	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	2028	Mus musculus (Mouse)	10090	221573	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VI59-1; Sequence=Displayed; Name=2; IsoId=Q8VI59-2; Sequence=VSP_033246; 	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	235	Mus musculus (Mouse)	10090	26851	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VI63-1; Sequence=Displayed; Name=2; IsoId=Q8VI63-2; Sequence=VSP_012300; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI64	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	283	Mus musculus (Mouse)	10090	29925	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI67	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	428	Mus musculus (Mouse)	10090	44718	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI75	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1082	Mus musculus (Mouse)	10090	119275	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VI78	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	456	Mus musculus (Mouse)	10090	49984	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VI84	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	1	1	reviewed	807	Mus musculus (Mouse)	10090	93211	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_and_IMEX
Q8VI88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	290	Mus musculus (Mouse)	10090	33177	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VI88-1; Sequence=Displayed; Name=2; IsoId=Q8VI88-2; Sequence=VSP_028117, VSP_028118; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI93	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	1138	Mus musculus (Mouse)	10090	126333	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VI94	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	511	Mus musculus (Mouse)	10090	59088	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIB3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	329	Mus musculus (Mouse)	10090	37854	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIB5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	384	Mus musculus (Mouse)	10090	41459	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIC6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	319	Mus musculus (Mouse)	10090	36533	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIC7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	318	Mus musculus (Mouse)	10090	36348	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIC9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	329	Mus musculus (Mouse)	10090	37649	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VID5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	982	Mus musculus (Mouse)	10090	108246	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIF2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	335	Mus musculus (Mouse)	10090	36683	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIG0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	956	Mus musculus (Mouse)	10090	99835	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q8VIG0-1; Sequence=Displayed; Name=2; IsoId=Q8VIG0-2; Sequence=VSP_013844; Note=No experimental confirmation available.; Name=3; IsoId=Q8VIG0-3; Sequence=VSP_013845; Note=No experimental confirmation available.; 	2 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIG1	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	1082	Mus musculus (Mouse)	10090	117784	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=Q8VIG1-1; Sequence=Displayed; Name=2; Synonyms=N16, REST4; IsoId=Q8VIG1-2; Sequence=VSP_022069, VSP_022071; Name=3; Synonyms=N28; IsoId=Q8VIG1-3; Sequence=VSP_022070, VSP_022072; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VIG3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	301	Mus musculus (Mouse)	10090	34181	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VIG3-1; Sequence=Displayed; Name=2; IsoId=Q8VIG3-2; Sequence=Not described; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIG6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	470	Mus musculus (Mouse)	10090	53149	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=Q8VIG6-1; Sequence=Displayed; Name=2; IsoId=Q8VIG6-2; Sequence=VSP_007406, VSP_007407; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIH1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	527	Mus musculus (Mouse)	10090	57565	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIH7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	165	Mus musculus (Mouse)	10090	18044	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIH9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	385	Mus musculus (Mouse)	10090	42523	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VII3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	130	Mus musculus (Mouse)	10090	15077	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VII8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	978	Mus musculus (Mouse)	10090	106447	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIJ6	1	1	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	699	Mus musculus (Mouse)	10090	75442	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
Q8VIJ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	569	Mus musculus (Mouse)	10090	63618	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIK1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	123	Mus musculus (Mouse)	10090	14292	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIK2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	200	Mus musculus (Mouse)	10090	22514	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIK3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	304	Mus musculus (Mouse)	10090	32223	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; Synonyms=Alpha; IsoId=Q8VIK3-1; Sequence=Displayed; Name=2; Synonyms=Beta; IsoId=Q8VIK3-2; Sequence=VSP_034593; 	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIK5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1034	Mus musculus (Mouse)	10090	110580	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=1; IsoId=Q8VIK5-1; Sequence=Displayed; Name=2; IsoId=Q8VIK5-2; Sequence=VSP_029261; Name=3; Synonyms=Jedi-736; IsoId=Q8VIK5-3; Sequence=VSP_029262, VSP_029263; Name=4; IsoId=Q8VIK5-4; Sequence=VSP_029260; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
Q8VIL2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	267	Mus musculus (Mouse)	10090	29890	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
Q8VIM0	1	1	uniprotkb	10090	1	0	0	0	1	0	0	0	0	0	1	0	1	reviewed	281	Mus musculus (Mouse)	10090	30934	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; Synonyms=Tim-3L, flTim-3; IsoId=Q8VIM0-1; Sequence=Displayed; Name=2; Synonyms=sTim-3; IsoId=Q8VIM0-2; Sequence=VSP_058116; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
