whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P69852	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	69	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8088	NA		4 out of 5	Evidence at protein level	DASH complex subunit HSK3 (Helper of ASK1 protein 3) (Outer kinetochore protein HSK3)	SwissProt_and_IMEX
P80210	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48279	NA		5 out of 5	Evidence at protein level	Adenylosuccinate synthetase (AMPSase) (AS-synthetase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	SwissProt_and_IMEX
P80235	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77766	NA		4 out of 5	Evidence at protein level	Putative mitochondrial carnitine O-acetyltransferase (EC 2.3.1.7)	SwissProt_and_IMEX
P80428	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54832	NA		5 out of 5	Evidence at protein level	Actin-related protein 4 (Actin-like protein ARP4) (Actin-like protein 4)	SwissProt_and_IMEX
P80667	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42706	NA		5 out of 5	Evidence at protein level	Peroxisomal membrane protein PAS20 (Peroxin-13)	SwissProt_and_IMEX
P80967	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	5985	NA		4 out of 5	Evidence at protein level	Mitochondrial import receptor subunit TOM5 (Translocase of outer membrane 5 kDa subunit)	SwissProt_and_IMEX
P81449	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	96	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10876	NA		5 out of 5	Evidence at protein level	ATP synthase subunit e, mitochondrial (ATPase subunit e) (Translocase of the inner membrane protein 11)	SwissProt_and_IMEX
P81450	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	6688	NA		4 out of 5	Evidence at protein level	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	SwissProt_and_IMEX
P81451	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	68	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7534	NA		3 out of 5	Evidence at protein level	ATP synthase subunit K, mitochondrial	SwissProt_and_IMEX
P85052	1	1	0	0	0	0	0	0	0	0	0	0	reviewed	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18006	NA		2 out of 5	Evidence at protein level	Bud site selection protein 25	SwissProt_not_IMEX
P87012	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17817	NA		2 out of 5	Inferred from homology	Putative pelota-like protein YCL001W-A	SwissProt_not_IMEX
P87108	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	93	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10305	NA		5 out of 5	Evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM10 (Mitochondrial intermembrane protein MRS11)	SwissProt_and_IMEX
P87191	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14098	NA		1 out of 5	Uncertain	Putative uncharacterized protein YER119C-A	SwissProt_not_IMEX
P87261	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21658	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR537C	SwissProt_not_IMEX
P87262	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13639	NA		3 out of 5	Evidence at protein level	60S ribosomal protein L34-A	SwissProt_and_IMEX
P87263	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19855	NA		1 out of 5	Uncertain	Putative uncharacterized protein YER066C-A	SwissProt_and_IMEX
P87264	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12180	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR467C	SwissProt_and_IMEX
P87266	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21327	NA		2 out of 5	Uncertain	Putative uncharacterized protein YDR413C	SwissProt_and_IMEX
P87267	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13086	NA		2 out of 5	Uncertain	Putative uncharacterized protein YDR417C	SwissProt_and_IMEX
P87268	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14613	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR426C	SwissProt_and_IMEX
P87269	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15602	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR433W	SwissProt_and_IMEX
P87270	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14457	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR442W	SwissProt_and_IMEX
P87271	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10691	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR455C	SwissProt_and_IMEX
P87272	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14111	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR509W	SwissProt_and_IMEX
P87273	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12690	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR521W	SwissProt_not_IMEX
P87274	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16916	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR526C	SwissProt_and_IMEX
P87275	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15753	NA		2 out of 5	Evidence at protein level	Altered inheritance of mitochondria protein 11 (Genetic interactor of prohibitins 8)	SwissProt_not_IMEX
P87280	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13049	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR290W	SwissProt_and_IMEX
P87281	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11506	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR269C	SwissProt_and_IMEX
P87282	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13616	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR271C	SwissProt_and_IMEX
P87283	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13927	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR274C	SwissProt_and_IMEX
P87284	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	55	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	6138	NA		4 out of 5	Evidence at protein level	Plasma membrane proteolipid 3	SwissProt_and_IMEX
P87285	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10628	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR355C	SwissProt_and_IMEX
P87286	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15970	NA		2 out of 5	Uncertain	Putative uncharacterized protein OPI7	SwissProt_not_IMEX
P87287	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15540	NA		1 out of 5	Inferred from homology	Uncharacterized protein YDR366C	SwissProt_and_IMEX
P87288	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12303	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDR327W	SwissProt_and_IMEX
P89102	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112121	NA		5 out of 5	Evidence at protein level	Exocyst complex component SEC5	SwissProt_and_IMEX
P89105	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	124709	NA		5 out of 5	Evidence at protein level	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	SwissProt_and_IMEX
P89113	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	61	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	5955	NA		3 out of 5	Evidence at protein level	Protein DDR2	SwissProt_and_IMEX
P89114	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	91	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10827	NA		3 out of 5	Evidence at protein level	Pachytene arrest protein SAE3 (Sporulation in the absence of SPO11 protein 3)	SwissProt_and_IMEX
P89495	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12882	NA		1 out of 5	Uncertain	Putative uncharacterized protein YBL109W	SwissProt_and_IMEX
P89886	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20278	NA		4 out of 5	Evidence at protein level	Translation machinery-associated protein 20	SwissProt_and_IMEX
P89888	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22796	NA		1 out of 5	Uncertain	Putative uncharacterized protein YEL075W-A	SwissProt_and_IMEX
P90471	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	74	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8558	NA		1 out of 5	Uncertain	Putative uncharacterized protein YBR109W-A	SwissProt_and_IMEX
Q00055	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	391	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42869	NA		5 out of 5	Evidence at protein level	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 (EC 1.1.1.8)	SwissProt_and_IMEX
Q00245	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	25312	NA		5 out of 5	Evidence at protein level	GTP-binding protein RHO3	SwissProt_and_IMEX
Q00246	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32186	NA		4 out of 5	Evidence at protein level	GTP-binding protein RHO4	SwissProt_and_IMEX
Q00362	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59662	NA		5 out of 5	Evidence at protein level	Protein phosphatase PP2A regulatory subunit B (Cell division control protein 55) (PR55)	SwissProt_and_IMEX
Q00381	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17373	NA		4 out of 5	Evidence at protein level	AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)	SwissProt_and_IMEX
Q00402	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	2748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	313033	NA		5 out of 5	Evidence at protein level	Nuclear migration protein NUM1	SwissProt_and_IMEX
Q00416	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	2231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	252497	NA		5 out of 5	Evidence at protein level	Helicase SEN1 (EC 3.6.4.-) (tRNA-splicing endonuclease positive effector)	SwissProt_and_IMEX
Q00453	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	211	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23855	NA		3 out of 5	Evidence at protein level	Probable transcription repressor protein RGM1	SwissProt_and_IMEX
Q00539	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56972	NA		5 out of 5	Evidence at protein level	Protein NAM8	SwissProt_and_IMEX
Q00578	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	95341	NA		5 out of 5	Evidence at protein level	DNA repair helicase RAD25 (EC 3.6.4.12) (General transcription and DNA repair factor IIH subunit RAD25) (TFIIH subunit RAD25) (Suppressor of stem-loop mutation 2)	SwissProt_and_IMEX
Q00582	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35847	NA		5 out of 5	Evidence at protein level	GTP-binding protein GTR1	SwissProt_and_IMEX
Q00590	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10972	NA		1 out of 5	Uncertain	Putative uncharacterized protein YDL213W-A	SwissProt_not_IMEX
Q00618	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39675	NA		5 out of 5	Evidence at protein level	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (GGTase-II-alpha) (Geranylgeranyl transferase type II subunit alpha) (PGGT) (Type II protein geranyl-geranyltransferase subunit alpha) (YPT1/SEC4 proteins geranylgeranyltransferase subunit alpha)	SwissProt_and_IMEX
Q00684	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61907	NA		5 out of 5	Evidence at protein level	Tyrosine-protein phosphatase CDC14 (EC 3.1.3.48)	SwissProt_and_IMEX
Q00711	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70229	NA		5 out of 5	Evidence at protein level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (FP)	SwissProt_and_IMEX
Q00723	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27967	NA		4 out of 5	Evidence at protein level	Pre-mRNA-splicing factor 38 (Pre-mRNA-processing factor 38)	SwissProt_and_IMEX
Q00764	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	56148	NA		5 out of 5	Evidence at protein level	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit (EC 2.4.1.15) (General glucose sensor subunit 1) (Glycogen metabolism control protein GLC6) (Trehalose synthase complex catalytic subunit TPS1) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	SwissProt_and_IMEX
Q00772	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55636	NA		5 out of 5	Evidence at protein level	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	SwissProt_and_IMEX
Q00776	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	475	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	53874	NA		5 out of 5	Evidence at protein level	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP54) (Clathrin coat-associated protein AP54) (Golgi adaptor AP-1 54 kDa protein) (HA1 54 kDa subunit) (Mu(1)-adaptin) (Mu1-I-adaptin)	SwissProt_and_IMEX
Q00816	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112616	NA		5 out of 5	Evidence at protein level	Resistance to glucose repression protein 1 (Protein HEX2) (Second-site suppressor of the rna1-1 mutation 1)	SwissProt_and_IMEX
Q00873	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26076	NA		3 out of 5	Inferred from homology	Cytochrome c1 heme lyase (CC1HL) (EC 4.4.1.-)	SwissProt_and_IMEX
Q00916	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	300	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34447	NA		5 out of 5	Evidence at protein level	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	SwissProt_and_IMEX
Q00947	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58088	NA		5 out of 5	Evidence at protein level	Transcription factor STP1	SwissProt_and_IMEX
Q00955	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	2233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	250353	NA		5 out of 5	Evidence at protein level	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	SwissProt_and_IMEX
Q01080	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46651	NA		5 out of 5	Evidence at protein level	DNA-directed RNA polymerase I subunit RPA49 (A49) (DNA-directed RNA polymerase I 49 kDa polypeptide)	SwissProt_and_IMEX
Q01159	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	52764	NA		5 out of 5	Evidence at protein level	mRNA-capping enzyme subunit alpha (GTP--RNA guanylyltransferase) (GTase) (mRNA guanylyltransferase) (EC 2.7.7.50)	SwissProt_and_IMEX
Q01163	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	450	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50867	NA		4 out of 5	Evidence at protein level	37S ribosomal protein S23, mitochondrial (DAP-3)	SwissProt_and_IMEX
Q01217	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	94869	NA		5 out of 5	Evidence at protein level	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	SwissProt_and_IMEX
Q01329	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	88473	NA		4 out of 5	Evidence at protein level	Pre-tRNA-processing protein PTA1	SwissProt_and_IMEX
Q01389	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1478	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	164195	NA		5 out of 5	Evidence at protein level	Serine/threonine-protein kinase BCK1/SLK1/SSP31 (EC 2.7.11.1)	SwissProt_and_IMEX
Q01448	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67775	NA		4 out of 5	Evidence at protein level	Histone promoter control protein 2	SwissProt_and_IMEX
Q01454	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104425	NA		5 out of 5	Evidence at protein level	DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1)	SwissProt_and_IMEX
Q01476	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	146355	NA		5 out of 5	Evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)	SwissProt_and_IMEX
Q01477	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	912	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101917	NA		5 out of 5	Evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	SwissProt_and_IMEX
Q01519	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	83	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	9788	NA		5 out of 5	Evidence at protein level	Cytochrome c oxidase subunit 6B (EC 1.9.3.1) (Cytochrome c oxidase polypeptide VIb)	SwissProt_and_IMEX
Q01532	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	483	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55483	NA	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=Mitochondrial; IsoId=Q01532-1; Sequence=Displayed; Name=Cytoplasmic; IsoId=Q01532-2; Sequence=VSP_026453; Note=Produced by alternative initiation at Met-30 of isoform Mitochondrial.; 	5 out of 5	Evidence at protein level	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40) (Bleomycin hydrolase) (BLM hydrolase) (Homocysteine-thiolactonase) (HTLase) (Hcy-thiolactonase) (Leucine aminopeptidase 3) (Y3)	SwissProt_and_IMEX
Q01560	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45407	NA		5 out of 5	Evidence at protein level	Nucleolar protein 3 (Mitochondrial targeting suppressor 1 protein) (Nuclear polyadenylated RNA-binding protein 1)	SwissProt_and_IMEX
Q01574	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	713	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	79141	NA		5 out of 5	Evidence at protein level	Acetyl-coenzyme A synthetase 1 (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1)	SwissProt_and_IMEX
Q01589	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34431	NA		5 out of 5	Evidence at protein level	Cell wall protein SED1 (Glycoprotein GP260)	SwissProt_and_IMEX
Q01590	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	340	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38807	NA		5 out of 5	Evidence at protein level	Integral membrane protein SED5	SwissProt_and_IMEX
Q01649	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	69070	NA		5 out of 5	Evidence at protein level	Spindle pole body-associated protein CIK1 (Chromosome instability and karyogamy protein 1)	SwissProt_and_IMEX
Q01662	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43373	NA		5 out of 5	Evidence at protein level	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	SwissProt_and_IMEX
Q01684	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21512	NA		2 out of 5	Evidence at transcript level	Sporulation-specific protein (SPR6)	SwissProt_and_IMEX
