whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P76235	1	1	uniprotkb	83333	0	0	0	1	1	1	reviewed	427	Escherichia coli (strain K12)	83333	49392	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76236	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	491	Escherichia coli (strain K12)	83333	56101	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76237	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	496	Escherichia coli (strain K12)	83333	56603	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76239	1	1	0	0	0	0	0	0	0	1	reviewed	34	Escherichia coli (strain K12)	83333	3772	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76241	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	273	Escherichia coli (strain K12)	83333	30554	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P76242	1	1	0	0	0	0	0	0	0	0	reviewed	393	Escherichia coli (strain K12)	83333	41208	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76243	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	115	Escherichia coli (strain K12)	83333	13386	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76245	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	341	Escherichia coli (strain K12)	83333	38546	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76249	1	1	0	0	0	0	0	0	0	0	reviewed	212	Escherichia coli (strain K12)	83333	23201	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76250	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	307	Escherichia coli (strain K12)	83333	34631	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76251	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	361	Escherichia coli (strain K12)	83333	40315	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76254	1	1	0	0	0	0	0	0	0	1	reviewed	321	Escherichia coli (strain K12)	83333	35661	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P76256	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	231	Escherichia coli (strain K12)	83333	25181	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76257	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	636	Escherichia coli (strain K12)	83333	70378	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76261	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	532	Escherichia coli (strain K12)	83333	59711	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P76264	1	1	0	0	0	0	0	0	0	0	reviewed	188	Escherichia coli (strain K12)	83333	20117	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76268	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	263	Escherichia coli (strain K12)	83333	30029	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76269	1	1	0	0	0	0	0	0	0	1	reviewed	457	Escherichia coli (strain K12)	83333	48152	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76270	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	165	Escherichia coli (strain K12)	83333	18122	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76272	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	877	Escherichia coli (strain K12)	83333	94970	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76273	1	1	0	0	0	0	0	0	0	0	reviewed	479	Escherichia coli (strain K12)	83333	53228	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76275	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	63	Escherichia coli (strain K12)	83333	7315	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76278	1	1	0	0	0	0	0	0	0	0	reviewed	290	Escherichia coli (strain K12)	83333	32526	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76280	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	218	Escherichia coli (strain K12)	83333	24395	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76290	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	247	Escherichia coli (strain K12)	83333	27777	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76291	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	323	Escherichia coli (strain K12)	83333	37007	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76296	1	1	0	0	0	0	0	0	0	1	reviewed	162	Escherichia coli (strain K12)	83333	18885	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76297	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	130	Escherichia coli (strain K12)	83333	14059	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76298	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	692	Escherichia coli (strain K12)	83333	74843	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P76299	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	382	Escherichia coli (strain K12)	83333	42238	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76308	1	1	0	0	0	0	0	0	0	1	reviewed	107	Escherichia coli (strain K12)	83333	11741	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76316	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	328	Escherichia coli (strain K12)	83333	35153	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76318	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	222	Escherichia coli (strain K12)	83333	24979	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76319	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	159	Escherichia coli (strain K12)	83333	17891	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76321	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	173	Escherichia coli (strain K12)	83333	19955	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P76322	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	116	Escherichia coli (strain K12)	83333	13396	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76323	1	1	0	0	0	0	0	0	0	1	reviewed	92	Escherichia coli (strain K12)	83333	10732	NA	NA	2 out of 5	Uncertain	SwissProt_not_IMEX
P76329	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	271	Escherichia coli (strain K12)	83333	30439	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76330	1	1	0	0	0	0	0	0	0	1	reviewed	564	Escherichia coli (strain K12)	83333	64283	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P76334	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	121	Escherichia coli (strain K12)	83333	13838	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76335	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	397	Escherichia coli (strain K12)	83333	42985	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P76339	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	452	Escherichia coli (strain K12)	83333	50850	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76340	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	223	Escherichia coli (strain K12)	83333	25018	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76341	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	137	Escherichia coli (strain K12)	83333	15460	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76342	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	37369	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76343	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	211	Escherichia coli (strain K12)	83333	24068	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76344	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	24762	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76345	1	1	0	0	0	0	0	0	0	0	reviewed	176	Escherichia coli (strain K12)	83333	20337	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76346	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	265	Escherichia coli (strain K12)	83333	30279	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76347	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	2358	Escherichia coli (strain K12)	83333	248569	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76349	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	350	Escherichia coli (strain K12)	83333	39396	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P76350	1	1	0	0	0	0	0	0	0	1	reviewed	438	Escherichia coli (strain K12)	83333	47817	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P76352	1	1	0	0	0	0	0	0	0	0	reviewed	547	Escherichia coli (strain K12)	83333	60061	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76356	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	167	Escherichia coli (strain K12)	83333	17980	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P76359	1	1	0	0	0	0	0	0	0	1	reviewed	236	Escherichia coli (strain K12)	83333	27074	NA	NA	2 out of 5	Uncertain	SwissProt_not_IMEX
P76361	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	510	Escherichia coli (strain K12)	83333	57237	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76362	1	1	0	0	0	0	0	0	0	1	reviewed	148	Escherichia coli (strain K12)	83333	16557	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P76364	1	1	uniprotkb	83333	1	0	1	0	1	0	reviewed	122	Escherichia coli (strain K12)	83333	13684	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76369	1	1	0	0	0	0	0	0	0	1	reviewed	309	Escherichia coli (strain K12)	83333	34169	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76372	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	326	Escherichia coli (strain K12)	83333	36455	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76373	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	388	Escherichia coli (strain K12)	83333	43657	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76387	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	720	Escherichia coli (strain K12)	83333	79343	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76389	1	1	0	0	0	0	0	0	0	1	reviewed	527	Escherichia coli (strain K12)	83333	59450	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76393	1	1	0	0	0	0	0	0	0	1	reviewed	648	Escherichia coli (strain K12)	83333	71639	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76394	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	153	Escherichia coli (strain K12)	83333	17428	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76395	1	1	0	0	0	0	0	0	0	1	reviewed	253	Escherichia coli (strain K12)	83333	27208	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76396	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	219	Escherichia coli (strain K12)	83333	24218	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76397	1	1	0	0	0	0	0	0	0	1	reviewed	415	Escherichia coli (strain K12)	83333	44464	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P76398	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	1040	Escherichia coli (strain K12)	83333	112078	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76399	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	1025	Escherichia coli (strain K12)	83333	111010	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76402	1	1	0	0	0	0	0	0	0	0	reviewed	110	Escherichia coli (strain K12)	83333	12024	NA	NA	1 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76403	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	453	Escherichia coli (strain K12)	83333	51193	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76406	1	1	0	0	0	0	0	0	0	1	reviewed	105	Escherichia coli (strain K12)	83333	11465	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76407	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	299	Escherichia coli (strain K12)	83333	32039	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76417	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	425	Escherichia coli (strain K12)	83333	47359	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76418	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	334	Escherichia coli (strain K12)	83333	35621	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76419	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	321	Escherichia coli (strain K12)	83333	34385	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76421	1	1	0	0	0	0	0	0	0	1	reviewed	272	Escherichia coli (strain K12)	83333	31604	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76422	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	266	Escherichia coli (strain K12)	83333	28634	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76423	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	262	Escherichia coli (strain K12)	83333	27339	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76425	1	1	0	0	0	0	0	0	0	0	reviewed	274	Escherichia coli (strain K12)	83333	30419	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76440	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	412	Escherichia coli (strain K12)	83333	44329	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76445	1	1	0	0	0	0	0	0	0	0	reviewed	237	Escherichia coli (strain K12)	83333	26759	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76446	1	1	0	0	0	0	0	0	0	1	reviewed	518	Escherichia coli (strain K12)	83333	58588	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P76458	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	220	Escherichia coli (strain K12)	83333	23526	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76459	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	22960	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76460	1	1	0	0	0	0	0	0	0	0	reviewed	440	Escherichia coli (strain K12)	83333	47528	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76461	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	394	Escherichia coli (strain K12)	83333	40352	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76462	1	1	0	0	0	0	0	0	0	1	reviewed	258	Escherichia coli (strain K12)	83333	28304	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P76463	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	549	Escherichia coli (strain K12)	83333	61476	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76464	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	1534	Escherichia coli (strain K12)	83333	169845	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P76466	1	1	0	0	0	0	0	0	0	1	reviewed	207	Escherichia coli (strain K12)	83333	23767	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P76469	1	1	0	0	0	0	0	0	0	0	reviewed	267	Escherichia coli (strain K12)	83333	28916	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76470	1	1	0	0	0	0	0	0	0	0	reviewed	429	Escherichia coli (strain K12)	83333	46294	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76471	1	1	0	0	0	0	0	0	0	1	reviewed	180	Escherichia coli (strain K12)	83333	18610	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76472	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	33112	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76473	1	1	0	0	0	0	0	0	0	0	reviewed	550	Escherichia coli (strain K12)	83333	62543	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76474	1	1	0	0	0	0	0	0	0	0	reviewed	128	Escherichia coli (strain K12)	83333	14085	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76481	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	575	Escherichia coli (strain K12)	83333	63634	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76482	1	1	0	0	0	0	0	0	0	1	reviewed	323	Escherichia coli (strain K12)	83333	35931	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76483	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	167	Escherichia coli (strain K12)	83333	19019	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76484	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	238	Escherichia coli (strain K12)	83333	27991	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76485	1	1	0	0	0	0	0	0	0	1	reviewed	140	Escherichia coli (strain K12)	83333	16163	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76486	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	282	Escherichia coli (strain K12)	83333	32136	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76491	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	199	Escherichia coli (strain K12)	83333	22708	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76498	1	1	0	0	0	0	0	0	0	1	reviewed	273	Escherichia coli (strain K12)	83333	30260	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P76499	1	1	0	0	0	0	0	0	0	1	reviewed	179	Escherichia coli (strain K12)	83333	18951	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
P76500	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	162	Escherichia coli (strain K12)	83333	17890	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P76501	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	170	Escherichia coli (strain K12)	83333	17890	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P76502	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	161	Escherichia coli (strain K12)	83333	17208	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76503	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	436	Escherichia coli (strain K12)	83333	46531	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76505	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	352	Escherichia coli (strain K12)	83333	40249	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76506	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	251	Escherichia coli (strain K12)	83333	28042	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76507	1	1	0	0	0	0	0	0	0	1	reviewed	443	Escherichia coli (strain K12)	83333	51484	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P76508	1	1	0	0	0	0	0	0	0	1	reviewed	172	Escherichia coli (strain K12)	83333	18252	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P76509	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	91	Escherichia coli (strain K12)	83333	10336	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P76510	1	1	0	0	0	0	0	0	0	1	reviewed	164	Escherichia coli (strain K12)	83333	18766	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76512	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	120	Escherichia coli (strain K12)	83333	13102	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76513	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	274	Escherichia coli (strain K12)	83333	30443	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76514	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	178	Escherichia coli (strain K12)	83333	20255	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P76515	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	120	Escherichia coli (strain K12)	83333	13672	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76516	1	1	0	0	0	0	0	0	0	1	reviewed	101	Escherichia coli (strain K12)	83333	12133	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76518	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	381	Escherichia coli (strain K12)	83333	41671	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76520	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	211	Escherichia coli (strain K12)	83333	22977	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76521	1	1	0	0	0	0	0	0	0	1	reviewed	80	Escherichia coli (strain K12)	83333	8874	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76524	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	361	Escherichia coli (strain K12)	83333	39624	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76535	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	298	Escherichia coli (strain K12)	83333	31220	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76536	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	299	Escherichia coli (strain K12)	83333	33052	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76537	1	1	0	0	0	0	0	0	0	0	reviewed	191	Escherichia coli (strain K12)	83333	20898	NA	NA	1 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76538	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	149	Escherichia coli (strain K12)	83333	17168	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76539	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	141	Escherichia coli (strain K12)	83333	16312	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76540	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	166	Escherichia coli (strain K12)	83333	17893	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76541	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	22788	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76542	1	1	0	0	0	0	0	0	0	1	reviewed	402	Escherichia coli (strain K12)	83333	45382	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P76543	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	213	Escherichia coli (strain K12)	83333	25143	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76544	1	1	0	0	0	0	0	0	0	1	reviewed	81	Escherichia coli (strain K12)	83333	9206	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76545	1	1	0	0	0	0	0	0	0	1	reviewed	122	Escherichia coli (strain K12)	83333	13778	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76546	1	1	0	0	0	0	0	0	0	1	reviewed	138	Escherichia coli (strain K12)	83333	15729	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76547	1	1	0	0	0	0	0	0	0	1	reviewed	197	Escherichia coli (strain K12)	83333	22907	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76548	1	1	0	0	0	0	0	0	0	1	reviewed	125	Escherichia coli (strain K12)	83333	13819	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76549	1	1	0	0	0	0	0	0	0	1	reviewed	130	Escherichia coli (strain K12)	83333	14554	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P76550	1	1	0	0	0	0	0	0	0	1	reviewed	269	Escherichia coli (strain K12)	83333	29751	NA	NA	1 out of 5	Predicted	SwissProt_not_IMEX
P76551	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	467	Escherichia coli (strain K12)	83333	49599	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76552	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	408	Escherichia coli (strain K12)	83333	42807	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P76553	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	395	Escherichia coli (strain K12)	83333	41031	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P76555	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	233	Escherichia coli (strain K12)	83333	25418	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76556	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	159	Escherichia coli (strain K12)	83333	17659	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P76558	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	759	Escherichia coli (strain K12)	83333	82417	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76559	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	347	Escherichia coli (strain K12)	83333	38746	NA	NA	1 out of 5	Inferred from homology	SwissProt_and_IMEX
P76561	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	232	Escherichia coli (strain K12)	83333	24855	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P76562	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	671	Escherichia coli (strain K12)	83333	74893	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76569	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	119	Escherichia coli (strain K12)	83333	13399	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P76573	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	179	Escherichia coli (strain K12)	83333	20230	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P76575	1	1	0	0	0	0	0	0	0	0	reviewed	71	Escherichia coli (strain K12)	83333	7994	NA	NA	1 out of 5	Evidence at protein level	SwissProt_not_IMEX
P76576	1	1	uniprotkb	83333	1	0	0	1	1	1	reviewed	206	Escherichia coli (strain K12)	83333	22176	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
